Job Title,Salary Range in Thousand Dollars,Rating,Company Name,Location.1,Location.2,Size,Type of Ownership,Industry,Sector
Senior Healthcare Data Analyst,91+,4.3,Cecelia Health,New York,NY,51 to 200 employees,Private,Health Care Services & Hospitals,Health Care
Regulatory Risk Management Data Analytics And Reporting Analyst,91+,5,Creative Data Resources,New York,NY,1 to 50 employees,Private,Staffing & Outsourcing,Business Services
Ny Healthcare Data/Reporting Analyst,91+,4.4,Systemart LLC,New York,NY,1 to 50 employees,Private,Computer Hardware & Software,Information Technology
"Specialist, Data And Reporting Analyst - It Change Management",91+,3.2,The Bank of New York Mellon,Florham Park,NJ,10000+ employees,Public,Investment Banking & Asset Management,Finance
Datastage Developer/Consultant/Ibm Websphere Datastage Developer(Etl Data Analyst)-Only Local To Ny/,91+,4.8,TechProjects,Jersey City,NJ,1 to 50 employees,Private,IT Services,Information Technology
Data Analyst Iii- Sas Req'D,91+,3,IPRO,Lake Success,NY,201 to 500 employees,Nonprofit Organization,Health Care Services & Hospitals,Health Care
Data Warehouse Systems Analyst,91+,5,ITech Recruiting,New York,NY,51 to 200 employees,Public,Unknown,Unknown
Tx Healthcare Data/Reporting Analyst,91+,3.4,RN Staff,New York,NY,Unknown,Other Organization,Staffing & Outsourcing,Business Services
Ny Healthcare Data/Reporting Analyst,91+,4.2,Abacus Service Corporation,New York,NY,501 to 1000 employees,Private,Staffing & Outsourcing,Business Services
Sr. Data Analyst - Rwe,91+,4.2,CyberCoders,Hoboken,NJ,201 to 500 employees,Subsidiary or Business Segment,Staffing & Outsourcing,Business Services
Data Migration Lead/ Analyst (Migration Of Data To The New Target System),91+,3.4,TECHNOCRAFT Solutions,New York,NY,1 to 50 employees,Private,Advertising & Marketing,Business Services
Senior Data Analytics Solutions Analyst,91+,3.1,Praescient Analytics,New York,NY,51 to 200 employees,Private,Consulting,Business Services
Technical Analyst - Access/Identity Data Security,91+,,CG Consulting Services,Hoboken,NJ,Unknown,Other Organization,Unknown,Unknown
Data Analyst - Cardiac Cath Lab,91+,3.7,RWJBarnabas Health,West Orange,NJ,10000+ employees,Nonprofit Organization,Health Care Services & Hospitals,Health Care
Data Quality Management Analyst,91+,4,Reliable Software Resources,New York,NY,501 to 1000 employees,Private,IT Services,Information Technology
"Business Analyst (Sql/Sql Toad, Excel, Xml, X12, Hl7 Messaging, Data Quality Analysis)",71-90,4.3,MVP Consulting Plus Inc,New York,NY,201 to 500 employees,Private,Consumer Products Manufacturing,Manufacturing
Senior Teradata Developer / Data Analyst,71-90,3.8,Capgemini,Jersey City,NJ,10000+ employees,Public,Enterprise Software & Network Solutions,Information Technology
Data & Interface Analyst,71-90,2.4,Centers Plan for Healthy Living,Staten Island,NY,501 to 1000 employees,Private,Health Care Services & Hospitals,Health Care
Ny Healthcare Data/Reporting Analyst,71-90,3.4,RN Staff,New York,NY,Unknown,Other Organization,Staffing & Outsourcing,Business Services
Healthcare Senior Data Analyst - Hedis,71-90,,Village Care,New York,NY,Unknown,Private,Unknown,Unknown
Data Analyst (Must Have Pl/Sql And Healthcare Background),71-90,,Clear Technology Consulting,New York,NY,Unknown,Other Organization,Unknown,Unknown
Data Analyst / It Data & Business Intelligence,71-90,4,Lorven Technologies Inc,Harrison,NY,1 to 50 employees,Private,Accounting,Accounting & Legal
Sr. Specialist Reporting Data Analyst -Technology,71-90,3.2,BNY Mellon,Florham Park,NJ,10000+ employees,Public,Investment Banking & Asset Management,Finance
Sr. Programmer Analyst - Big Data,71-90,3.3,Norgate Technology Inc,Jersey City,NJ,51 to 200 employees,Private,Staffing & Outsourcing,Business Services
Senior Data Analyst - Fhc - Family Support Center,71-90,,NYU Family Health Centers,Brooklyn,NY,Unknown,Other Organization,Unknown,Unknown
Data Analyst Ã¢ Junior,71-90,5,Staffigo Technical Services LLC,New York,NY,51 to 200 employees,Private,IT Services,Information Technology
Sr. Principal Metrics Analyst- Data Scientist,71-90,3.2,The Bank of New York Mellon,New York,NY,10000+ employees,Public,Investment Banking & Asset Management,Finance
Product & Pricing Data Analyst,71-90,3.1,HomeBridge Financial Services,Iselin,NJ,1001 to 5000 employees,Private,Lending,Finance
Sap Data Analyst,71-90,3.9,Sharp Electronics Corporation,Montvale,NJ,1001 to 5000 employees,Public,IT Services,Information Technology
"Senior Data Analyst (E-Commerce, Marketing)",71-90,,JR CigarMC Management,Whippany,NJ,Unknown,Other Organization,Unknown,Unknown
Clinical Data Designer (Sr. Sdtm Programmer/Analyst),71-90,2.5,Avacend Inc,Woodcliff Lake,NJ,51 to 200 employees,Private,Staffing & Outsourcing,Business Services
Senior Data Analytics Solutions Analyst With Security Clearance,71-90,3.1,Praescient Analytics,New York,NY,51 to 200 employees,Private,Consulting,Business Services
"Jpsc-7176 - Position 35, 59, 62, 100,101,102, 141,142,166 : Senior Data Analyst",71-90,4.5,Avani Technology Solutions,Brooklyn,NY,501 to 1000 employees,Private,IT Services,Information Technology
Senior Billing Data Analyst,71-90,3.2,Care Design New York,Bronx,NY,1001 to 5000 employees,Nonprofit Organization,Health Care Services & Hospitals,Health Care
Master Data Analyst,71-90,4.4,ACT Consulting,Parsippany,NJ,1 to 50 employees,Private,Consulting,Business Services
Sr. Data Analyst,71-90,3.8,TekniSMart Solutions,Franklin Lakes,NJ,1 to 50 employees,Contract,Unknown,Unknown
"Senior Functional Analyst Sap Data Design, Sd/Mm/Pp",71-90,3.4,EVERSANA,New York,NY,1001 to 5000 employees,Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals
Data Analyst,31-50,,HOUSING AUTHORITY OF THE COUNTY OF SALT LAKE,Salt Lake City,UT,51 to 200 employees,Government,Municipal Governments,Government
Data Analyst,31-50,2,CAO Group INC,West Jordan,UT,51 to 200 employees,Private,Electrical & Electronic Manufacturing,Manufacturing
Data Analyst,31-50,4.2,University of Utah,Salt Lake City,UT,10000+ employees,School,Colleges & Universities,Education
Data Analyst,31-50,3.6,Paladin Consulting Inc,Salt Lake City,UT,501 to 1000 employees,Private,Computer Hardware & Software,Information Technology
Data Analyst,31-50,4.3,SunTechPros Inc,Salt Lake City,UT,1 to 50 employees,Private,Consulting,Business Services
Data Analyst,31-50,4,SGI Global LLC,Salt Lake City,UT,501 to 1000 employees,Public,Unknown,Unknown
Data Engineer / Data Analyst,31-50,4.3,HCL Global Systems,Salt Lake City,UT,10000+ employees,Private,Consulting,Business Services
Junior Data Analyst,31-50,4.1,Abnormal Security,Lehi,UT,51 to 200 employees,Private,Enterprise Software & Network Solutions,Information Technology
Data Analyst,31-50,4.5,Vimerse,Salt Lake City,UT,51 to 200 employees,Private,Unknown,Unknown
Data Analyst : 20,31-50,4.6,Akraya Inc,Salt Lake City,UT,51 to 200 employees,Private,Staffing & Outsourcing,Business Services
Data Intelligence - Product Data Quality Analyst (De - Refdata) - Data As A Service,31-50,4,Goldman Sachs,Salt Lake City,UT,10000+ employees,Public,Investment Banking & Asset Management,Finance
Data Engineer/Data Analyst (Remote/Eventually Onsite),31-50,4.1,Idexcel Inc,Salt Lake City,UT,501 to 1000 employees,Private,IT Services,Information Technology
Data Engineer/Analyst,31-50,3.6,SPECTRAFORCE TECHNOLOGIES Inc,Salt Lake City,UT,501 to 1000 employees,Private,Staffing & Outsourcing,Business Services
Quality Data Analyst,31-50,2.6,Easton Technical Products,Salt Lake City,UT,201 to 500 employees,Private,Consumer Products Manufacturing,Manufacturing
Technical Data Analyst/Architect,31-50,3,CIVICA INC,Lehi,UT,1 to 50 employees,Private,Unknown,Unknown
Data Governance Analyst Ii,31-50,3.6,ENERBANK USA,Salt Lake City,UT,1 to 50 employees,Public,Unknown,Unknown
Big Data Analyst,31-50,2.9,VED Software Services Inc,Salt Lake City,UT,51 to 200 employees,Private,IT Services,Information Technology
Senior Data Analyst,31-50,3.4,Ascential,Salt Lake City,UT,1001 to 5000 employees,Public,Internet,Information Technology
Data Analyst,31-50,,Artius Solutions,Salt Lake City,UT,Unknown,Other Organization,Unknown,Unknown
"Data Analyst At Salt Lake City, Ut",31-50,4.5,Vimerse,Salt Lake City,UT,51 to 200 employees,Private,Unknown,Unknown
Senior Data Analyst,31-50,3.8,F Networks,Draper,UT,5001 to 10000 employees,Public,Computer Hardware & Software,Information Technology
Data Scientist/Analyst - Noke,31-50,2.7,Janus International Group LLC,Lehi,UT,501 to 1000 employees,Private,Industrial Manufacturing,Manufacturing
Data Analyst - W2 Candidate,31-50,3.3,ClientSolv Technologies,American Fork,UT,51 to 200 employees,Private,IT Services,Information Technology
Senior Data Analyst,31-50,,DrangKro Aerospace,Salt Lake City,UT,Unknown,Other Organization,Unknown,Unknown
Marketing Coordinator / Data Analyst,31-50,,POPio Mobile Video Cloud,Sandy,UT,Unknown,Other Organization,Unknown,Unknown
Senior Data Analyst,31-50,5,Resiliency LLC,Salt Lake City,UT,1 to 50 employees,Private,Unknown,Unknown
Financial Data Analyst,31-50,3.5,Vivint Solar,Lehi,UT,1001 to 5000 employees,Public,Energy,"Oil, Gas, Energy & Utilities"
Special Operations (Lrec) Incentives And Proficiency Data Analyst,31-50,3.5,YORKTOWN SYSTEMS GROUP INC,Riverton,UT,501 to 1000 employees,Private,Consulting,Business Services
Senior Data Analyst,31-50,4.1,Shape Security,Draper,UT,51 to 200 employees,Private,IT Services,Information Technology
A. Senior Data And Business Analyst,31-50,4,Connor Group,Salt Lake City,UT,201 to 500 employees,Private,Accounting,Accounting & Legal
Fund Data Analyst,31-50,3.5,Vivint Solar,Lehi,UT,1001 to 5000 employees,Public,Energy,"Oil, Gas, Energy & Utilities"
Sr Python Data Analyst(No C2C) Contract W2 Only,31-50,2.9,VED Software Services Inc,Salt Lake City,UT,51 to 200 employees,Private,IT Services,Information Technology
Tx Healthcare Data/Reporting Analyst,31-50,4.2,Abacus Service Corporation,Salt Lake City,UT,501 to 1000 employees,Private,Staffing & Outsourcing,Business Services
Data Analyst,51-70,3.5,Robert Half,Reedley,CA,10000+ employees,Public,Staffing & Outsourcing,Business Services
"Data Analyst, District Office - Accountability Office",51-70,3.7,TCOE,Visalia,CA,1 to 50 employees,School,Preschool & Child Care,Education
Data Analyst (Kings County),51-70,3.3,Public Health Foundation Enterprises In,Hanford,CA,1001 to 5000 employees,Nonprofit Organization,Social Assistance,Non-Profit
Tactical Data Link (Tdl) Analyst,51-70,4.3,USfalcon,Hampton,VA,201 to 500 employees,Private,Aerospace & Defense,Aerospace & Defense
Data Analyst,51-70,2.5,Hampton University,Hampton,VA,1001 to 5000 employees,School,Colleges & Universities,Education
Data Science Analyst,51-70,2.7,Collins Consulting Inc,Norfolk,VA,201 to 500 employees,Private,Consulting,Business Services
Junior Data Analyst,51-70,2.7,Patient Advocate Foundation,Hampton,VA,51 to 200 employees,Nonprofit Organization,Social Assistance,Non-Profit
Junior Data Analyst,51-70,5,Staffigo Technical Services LLC,Hampton,VA,51 to 200 employees,Private,IT Services,Information Technology
Jr Data Analyst,51-70,4.9,Orbis Inc,Portsmouth,VA,201 to 500 employees,Private,Architectural & Engineering Services,Business Services
Data Science Analyst,51-70,3,NewGen Technologies,Norfolk,VA,1 to 50 employees,Private,Unknown,Unknown
Data Analyst,51-70,1,Bluemont Technology  Research Inc,Norfolk,VA,1 to 50 employees,Private,Unknown,Unknown
Data Analyst,51-70,3.5,ForKids inc,Norfolk,VA,51 to 200 employees,Nonprofit Organization,Social Assistance,Non-Profit
Data Analyst,51-70,5,Staffigo Technical Services LLC,Hampton,VA,51 to 200 employees,Private,IT Services,Information Technology
Data Analyst,51-70,4.9,Orbis Inc,Portsmouth,VA,201 to 500 employees,Private,Architectural & Engineering Services,Business Services
Data Analyst,51-70,3.4,Dunhill Professional Search,Chesapeake,VA,1 to 50 employees,Private,Staffing & Outsourcing,Business Services
Finance Data Analytics Analyst,51-70,3.1,Smithfield,Smithfield,VA,10000+ employees,Subsidiary or Business Segment,Food & Beverage Manufacturing,Manufacturing
Business Intelligence/Data Analyst With Security Clearance,51-70,3.8,Booz Allen Hamilton,Suffolk,VA,10000+ employees,Public,Consulting,Business Services
Research & Data Analyst,51-70,1,EVMS,Norfolk,VA,501 to 1000 employees,Private,Vehicle Dealers,Retail
Metrics & Data Analyst,51-70,3.5,Epsilon Systems Solutions Inc,Norfolk,VA,501 to 1000 employees,Private,Commercial Equipment Repair & Maintenance,"Construction, Repair & Maintenance"
Tactical Data Link (Tdl) Analyst-,51-70,3.8,Oasis Systems,Hampton,VA,1001 to 5000 employees,Private,IT Services,Information Technology
Senior Data Analyst- Secret Clearance-,51-70,5,Counter Threat Solutions,Norfolk,VA,51 to 200 employees,Private,Consulting,Business Services
Data Analyst Junior,51-70,5,Staffigo Technical Services LLC,Hampton,VA,51 to 200 employees,Private,IT Services,Information Technology
Hq Data Analyst,51-70,3,ITA International,Newport News,VA,201 to 500 employees,Public,Accounting,Accounting & Legal
Usmtf Data Analyst,51-70,3.8,Oasis Systems,Hampton,VA,1001 to 5000 employees,Private,IT Services,Information Technology
Mid Data Analyst,51-70,4.9,Orbis Inc,Portsmouth,VA,201 to 500 employees,Private,Architectural & Engineering Services,Business Services
Product Data Business Analyst,51-70,,Ferguson Experienced,Newport News,VA,Unknown,Other Organization,Unknown,Unknown
Retail Data Quality Analyst,51-70,3.5,Liberty Source,Hampton,VA,51 to 200 employees,Private,Staffing & Outsourcing,Business Services
Usmtf Data Analyst With Security Clearance,51-70,3.8,Oasis Systems LLC,Hampton,VA,1001 to 5000 employees,Private,IT Services,Information Technology
Senior Data Strategy Analyst (Sdsa),51-70,3.2,National Capitol Contracting NCC,Norfolk,VA,51 to 200 employees,Private,Telecommunications Services,Telecommunications
Data Analyst - Va Beach - Va With Security Clearance,51-70,3.1,Occam Solutions Inc,Virginia Beach,VA,1 to 50 employees,Private,Consulting,Business Services
Configuration And Data Management (C&Dm) Analyst,51-70,3.5,Analytical Mechanics Associates,Hampton,VA,201 to 500 employees,Private,Consulting,Business Services
Jr Management Analyst (Data Management),51-70,3.2,GStek Inc,Yorktown,VA,201 to 500 employees,Private,Aerospace & Defense,Aerospace & Defense
Senior Data Analyst,51-70,4.9,Orbis Inc,Portsmouth,VA,201 to 500 employees,Private,Architectural & Engineering Services,Business Services
Tactical Data Link (Tdl) Analyst,71-90,3.8,Oasis Systems,Hampton,VA,1001 to 5000 employees,Private,IT Services,Information Technology
Sr Data Business Analyst - Facilitysource,71-90,3.7,CBRE,Chesapeake,VA,10000+ employees,Public,Real Estate,Real Estate
Acoustics Data Analyst/Flight Test Engineer,71-90,3.5,Analytical Mechanics Associates,Hampton,VA,201 to 500 employees,Private,Consulting,Business Services
Senior Data Analyst,71-90,1,Bluemont Technology  Research Inc,Norfolk,VA,1 to 50 employees,Private,Unknown,Unknown
Senior Data Analyst- Secret Clearance,71-90,5,Counter Threat Solutions,Norfolk,VA,51 to 200 employees,Private,Consulting,Business Services
Senior Data Management Analyst (Sdma),71-90,3.2,National Capitol Contracting NCC,Norfolk,VA,51 to 200 employees,Private,Telecommunications Services,Telecommunications
Data Analyst - Senior Consultant,71-90,3.4,Guidehouse,Norfolk,VA,5001 to 10000 employees,Private,Consulting,Business Services
Data Warehouse Programmer/Analyst,71-90,3.1,AXSEUM Inc,Fort Eustis,VA,51 to 200 employees,Private,Consulting,Business Services
Data Analyst (Navy) - Mid And Junior Level,71-90,,Tamayo Federal Solutions LLC,Portsmouth,VA,Unknown,Other Organization,Unknown,Unknown
"Data Analyst - Senior Consultant - Norfolk, Va With Security Clearance",71-90,3.4,Guidehouse,Norfolk,VA,5001 to 10000 employees,Private,Consulting,Business Services
Program Analyst - Ais/Maintenance Data System Coordinator,71-90,3.5,Epsilon Systems Solutions Inc,Norfolk,VA,501 to 1000 employees,Private,Commercial Equipment Repair & Maintenance,"Construction, Repair & Maintenance"
Msc Logistics Data Analyst,71-90,3.6,CACI International,Norfolk,VA,10000+ employees,Public,Aerospace & Defense,Aerospace & Defense
Data Analyst (Navy) - Mid Level,71-90,,Tamayo Federal Solutions LLC,Portsmouth,VA,Unknown,Other Organization,Unknown,Unknown
Business Intelligence & Data Analyst,71-90,3.7,PROSOFT,Norfolk,VA,201 to 500 employees,Contract,IT Services,Information Technology
Sr Data Business Analyst - Facilitysource,71-90,3.6,FacilitySource,Chesapeake,VA,1001 to 5000 employees,Public,Building & Personnel Services,Business Services
Senior Data Analyst (Navy),71-90,,Tamayo Federal Solutions LLC,Portsmouth,VA,Unknown,Other Organization,Unknown,Unknown
Niwc Service Desk Analyst Component Enterprise Data Center (Cedc With Security Clearance,71-90,3.3,Universal Consulting Services,Norfolk,VA,201 to 500 employees,Private,IT Services,Information Technology
Niwc Service Desk Analyst Component Enterprise Data Center (Cedc).,71-90,3.3,Universal Consulting Services Inc,Norfolk,VA,201 to 500 employees,Private,IT Services,Information Technology
Junior Data Analyst,31-50,5,Staffigo Technical Services LLC,Gainesville,FL,51 to 200 employees,Private,IT Services,Information Technology
Data Analyst,31-50,5,Staffigo Technical Services LLC,Gainesville,FL,51 to 200 employees,Private,IT Services,Information Technology
Data Analyst,31-50,4.3,University of Florida,Gainesville,FL,10000+ employees,School,Colleges & Universities,Education
Avmed Data Governance Analyst,31-50,3.1,AvMed Health Plans,Gainesville,FL,501 to 1000 employees,Nonprofit Organization,Insurance Carriers,Insurance
Data Management Analyst Ii,31-50,3.3,Shands Jacksonville,Alachua,FL,1001 to 5000 employees,Nonprofit Organization,Health Care Services & Hospitals,Health Care
Data Analyst Junior,31-50,5,Staffigo Technical Services LLC,Gainesville,FL,51 to 200 employees,Private,IT Services,Information Technology
Data Analyst Ã¢ Junior,31-50,5,Staffigo Technical Services LLC,Gainesville,FL,51 to 200 employees,Private,IT Services,Information Technology
It Analyst Iii Data Systems,31-50,3.3,Shands Jacksonville,Gainesville,FL,1001 to 5000 employees,Nonprofit Organization,Health Care Services & Hospitals,Health Care
Product Data Analyst,71-90,3.1,Stamps,El Segundo,CA,1001 to 5000 employees,Public,Computer Hardware & Software,Information Technology
Lead Data Analyst,71-90,3.6,Headspace,Santa Monica,CA,201 to 500 employees,Private,Internet,Information Technology
Data Analytics Insights Analyst,71-90,3.7,Neustar,Los Angeles,CA,1001 to 5000 employees,Private,Internet,Information Technology
Data Analyst,71-90,5,Wellth Inc,Los Angeles,CA,1 to 50 employees,Private,Enterprise Software & Network Solutions,Information Technology
Data Analyst,71-90,,People Tree,Hermosa Beach,CA,1 to 50 employees,Self Employed,Staffing & Outsourcing,Business Services
Data Analyst,71-90,5,Staffigo Technical Services LLC,Los Angeles,CA,51 to 200 employees,Private,IT Services,Information Technology
Product Data & Insights Analyst,71-90,3.3,Ruggable,Gardena,CA,1 to 50 employees,Private,Unknown,Unknown
Survey Data Analyst,71-90,5,First Professional Services,Los Angeles,CA,51 to 200 employees,Subsidiary or Business Segment,Internet,Information Technology
Senior Data Analyst,71-90,3.6,Steady,Los Angeles,CA,1 to 50 employees,Private,Internet,Information Technology
Data Analyst,71-90,4.3,ConsultNet LLC,Burbank,CA,201 to 500 employees,Private,Staffing & Outsourcing,Business Services
Data Analyst,71-90,4.3,Signal Sciences,Los Angeles,CA,51 to 200 employees,Private,Enterprise Software & Network Solutions,Information Technology
Data And Policy Analyst - Statistical Programmer,71-90,3.2,Acumen,Los Angeles,CA,201 to 500 employees,Private,Federal Agencies,Government
Data Analyst,71-90,4.5,HireTalent,Los Angeles,CA,201 to 500 employees,Private,Staffing & Outsourcing,Business Services
"Senior Data Analyst, Marketing",71-90,4.3,Dave,Los Angeles,CA,1 to 50 employees,Private,Banks & Credit Unions,Finance
Data Analyst,71-90,,Expertise LLC,Los Angeles,CA,1 to 50 employees,Contract,Unknown,Unknown
Data Analyst,71-90,4,Lorven Technologies Inc,Los Angeles,CA,1 to 50 employees,Private,Accounting,Accounting & Legal
Data Analyst,71-90,,Eleven Recruiting  CHURN,Los Angeles,CA,1 to 50 employees,Private,IT Services,Information Technology
Data Analyst,71-90,3.6,ICONMA,Culver City,CA,1001 to 5000 employees,Private,Staffing & Outsourcing,Business Services
Data Analyst,71-90,3.5,HITRECORD,Los Angeles,CA,1 to 50 employees,Private,Unknown,Unknown
Data Analyst,71-90,5,Dot,Glendale,CA,1 to 50 employees,Private,Advertising & Marketing,Business Services
Data Analyst,71-90,3.4,DatamanUSA,Los Angeles,CA,51 to 200 employees,Private,IT Services,Information Technology
Senior Database Analyst - Data Warehouse,71-90,3.9,CedarsSinai,Los Angeles,CA,10000+ employees,Nonprofit Organization,Health Care Services & Hospitals,Health Care
Data Analyst,71-90,,Eleven Recruiting  CHURN,Los Angeles,CA,Unknown,Other Organization,Unknown,Unknown
Data Analyst,71-90,3.5,Robert Half,El Segundo,CA,10000+ employees,Public,Staffing & Outsourcing,Business Services
Data Analyst Â€“ Finance,71-90,3.2,Radiology Partners,El Segundo,CA,1001 to 5000 employees,Private,Health Care Services & Hospitals,Health Care
Data Analyst,71-90,4.7,PeerStreet,El Segundo,CA,51 to 200 employees,Private,Real Estate,Real Estate
Data Analyst,71-90,4.7,PlayQ,Santa Monica,CA,51 to 200 employees,Private,Video Games,Media
Data Analyst,71-90,4,Lucky Day,Los Angeles,CA,1 to 50 employees,Private,Internet,Information Technology
Data And Reporting Analyst,71-90,3.4,Didi Hirsch Mental Health Services,Inglewood,CA,201 to 500 employees,Nonprofit Organization,Health Care Services & Hospitals,Health Care
Data Analyst,51-70,,Center For Policing Equity,Los Angeles,CA,51 to 200 employees,Nonprofit Organization,Colleges & Universities,Education
Advanced Data Analytics Analyst,51-70,3.7,Human Good,Glendale,CA,1 to 50 employees,Private,TV Broadcast & Cable Networks,Media
Data Analyst,51-70,4.1,Swinerton Builders,Los Angeles,CA,1001 to 5000 employees,Private,Construction,"Construction, Repair & Maintenance"
Data Analyst,51-70,3.1,Relevante Inc,Los Angeles,CA,51 to 200 employees,Private,Consulting,Business Services
Data Analyst,51-70,3.7,iSpace Inc,Glendale,CA,51 to 200 employees,Private,IT Services,Information Technology
Data Analyst,51-70,,Kharon,Los Angeles,CA,51 to 200 employees,Public,Unknown,Unknown
Senior Data Intelligence Analyst,51-70,3.9,CedarsSinai,Los Angeles,CA,10000+ employees,Nonprofit Organization,Health Care Services & Hospitals,Health Care
"Sr. Data Analyst, Consumer Applications",51-70,3.8,System,Venice,CA,201 to 500 employees,Private,Internet,Information Technology
Data Governance Analyst,51-70,3.5,Western Asset,Pasadena,CA,501 to 1000 employees,Subsidiary or Business Segment,Investment Banking & Asset Management,Finance
Data Analyst,51-70,5,Tilde Staff Inc,Pasadena,CA,1 to 50 employees,Private,Unknown,Unknown
"Senior Data Analyst, Data Insights",51-70,3.8,Hulu,Santa Monica,CA,1001 to 5000 employees,Private,TV Broadcast & Cable Networks,Media
Data Analyst,51-70,3.8,Login Consulting Services,El Segundo,CA,51 to 200 employees,Private,Consulting,Business Services
Workday Technical Analyst- Data Conversions,51-70,4.2,University of Southern California,Los Angeles,CA,10000+ employees,School,Colleges & Universities,Education
Data Analyst Healthcare - Experienced Or Entry Level,51-70,3.1,Delmarva Foundation,Cerritos,CA,501 to 1000 employees,Nonprofit Organization,Consulting,Business Services
Woocommerce Data Governance Analyst,51-70,4.1,LiveGlam,Los Angeles,CA,51 to 200 employees,Private,"Health, Beauty, & Fitness",Consumer Services
"Analyst, Data Operations",51-70,3.9,Warner Bros,Burbank,CA,5001 to 10000 employees,Public,Motion Picture Production & Distribution,Media
Data Analyst,51-70,,NextDeavor Services,Carson,CA,Unknown,Other Organization,Unknown,Unknown
Data Analyst,51-70,3.5,Cenergy,Irwindale,CA,51 to 200 employees,Private,Construction,"Construction, Repair & Maintenance"
Data Analyst (Apex Legends),51-70,3.9,Electronic Arts,Los Angeles,CA,5001 to 10000 employees,Public,Video Games,Media
Data Intelligence Analyst Ii ( Epic Certification Required ),51-70,3.9,CedarsSinai,Los Angeles,CA,10000+ employees,Nonprofit Organization,Health Care Services & Hospitals,Health Care
Market Data Analyst,51-70,3.9,Capital Group,Los Angeles,CA,5001 to 10000 employees,Private,Investment Banking & Asset Management,Finance
"Sr Analyst, Data Operations",51-70,3.7,Turner Broadcasting,Burbank,CA,10000+ employees,Subsidiary or Business Segment,TV Broadcast & Cable Networks,Media
Data Analyst (Ryan White),51-70,4.7,AIDS Healthcare Foundation,Los Angeles,CA,1001 to 5000 employees,Nonprofit Organization,Health Care Services & Hospitals,Health Care
Senior Data Analyst,51-70,4,Lucky Day,Los Angeles,CA,1 to 50 employees,Private,Internet,Information Technology
"Data System Analyst I, Lacera (Senior Java Developer)",51-70,3.5,LACERA,Pasadena,CA,201 to 500 employees,Government,Investment Banking & Asset Management,Finance
Data Analyst,51-70,2.9,Arize Corporation,Anaheim,CA,201 to 500 employees,Private,Publishing,Media
Data Analyst,51-70,2.8,SAGAFTRA Health Plan and SAGProducers Pension Plan,Burbank,CA,Unknown,Private,Unknown,Unknown
Data Analyst,51-70,3.1,Computershare,El Segundo,CA,10000+ employees,Public,Financial Transaction Processing,Finance
Junior Data Analyst,51-70,5,Staffigo Technical Services LLC,Los Angeles,CA,51 to 200 employees,Private,IT Services,Information Technology
Data Analyst,71-90,3.2,Cenergy International,Irwindale,CA,51 to 200 employees,Private,Consulting,Business Services
Marketing Data Analyst,71-90,5,Scale Media,Los Angeles,CA,1 to 50 employees,Public,Advertising & Marketing,Business Services
Data And Policy Analyst - Writer/Coordinator,71-90,3.2,Acumen,Los Angeles,CA,201 to 500 employees,Private,Federal Agencies,Government
Sr. Data/Report System Analyst,71-90,3.9,CedarsSinai,Beverly Hills,CA,10000+ employees,Nonprofit Organization,Health Care Services & Hospitals,Health Care
Equity Data/Research Analyst,71-90,,Selby Jennings Buyside,Los Angeles,CA,Unknown,Other Organization,Unknown,Unknown
Senior Data Analyst,71-90,4.5,Mobilityware,Los Angeles,CA,51 to 200 employees,Private,Video Games,Media
Data Analyst,71-90,3.9,Acorns,Anaheim,CA,201 to 500 employees,Private,Brokerage Services,Finance
Data Analyst - (Python),71-90,5,LEAPROS,Long Beach,CA,1 to 50 employees,Private,Unknown,Unknown
Data Analyst / Developer,71-90,,Kforce Technology Staffing,Los Angeles,CA,Unknown,Other Organization,Unknown,Unknown
Data Analyst I,71-90,3.1,L,Los Angeles,CA,1001 to 5000 employees,Nonprofit Organization,Health Care Services & Hospitals,Health Care
Senior Data Analyst,71-90,3.6,Superior Court of California County of Los Angeles,Los Angeles,CA,1001 to 5000 employees,Government,Municipal Governments,Government
Senior Data Analyst,71-90,3.3,Tillster,Los Angeles,CA,51 to 200 employees,Private,Enterprise Software & Network Solutions,Information Technology
Billingual Chinese - Data Analyst,71-90,3.7,Tripalink,Los Angeles,CA,1 to 50 employees,Public,Real Estate,Real Estate
Senior Data Analyst,71-90,4.6,TutorMe,Los Angeles,CA,51 to 200 employees,Subsidiary or Business Segment,Colleges & Universities,Education
Reporting Data Analyst,71-90,4.5,Century Group CA,El Segundo,CA,51 to 200 employees,Private,Staffing & Outsourcing,Business Services
Public Policy Data Analyst,71-90,3.9,Netflix Inc,Los Angeles,CA,1001 to 5000 employees,Public,Internet,Information Technology
Epidemiologist Data Analyst-Urology,71-90,3.8,UC Davis Medical Center,Los Angeles,CA,10000+ employees,Nonprofit Organization,Health Care Services & Hospitals,Health Care
Data Analyst I,71-90,3,Tarzana,Northridge,CA,501 to 1000 employees,Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals
Data Systems Analyst,71-90,3.9,STAND  Technology Services,Los Angeles,CA,51 to 200 employees,Private,Consulting,Business Services
"Data Analyst, Predictive Analytics",71-90,3.4,Internet Brands,Los Angeles,CA,1001 to 5000 employees,Private,Internet,Information Technology
Data Reporting Analyst,71-90,3.5,Robert Half,Los Angeles,CA,10000+ employees,Public,Staffing & Outsourcing,Business Services
